index,name,artist,release_date,length,popularity,featured_artists
4543,Narcissistic Cannibal (feat. Skrillex & Kill the Noise),Korn,2011,3.178433333,61,Incubus
4544,The Promise,When In Rome,1988,3.682666667,64,"Mötley Crüe, Neil Young"
4545,Crime Of The Century - Remastered,Supertramp,1974,5.549866667,50,"Steely Dan, Bruce Springsteen, Pink Floyd, AC/DC, Stevie Wonder"
4546,Green-Tinted Sixties Mind - 2010 Remastered Version,Mr. Big,1991,3.506883333,44,"King Missile, Van Halen, Cocteau Twins, D-A-D"
4547,Free Your Mind,En Vogue,1992,4.885083333,55,"Stevie Ray Vaughan, Bad Religion, Faith No More, Pulp"
4548,Street Of Dreams,Rainbow,1983,4.4251,47,"XTC, Divinyls, Molly Hatchet, Téléphone, Stevie Ray Vaughan"
4549,The Denial Twist,The White Stripes,2005,2.596216667,40,"Slash, The Black Angels"
4550,Florida Sunshine,Afa,2006,3.486883333,5,"Crematory, Old 97's"
4551,In My Time of Dying - 1990 Remaster,Led Zeppelin,1975,11.09333333,51,"The Who, Bachman-Turner Overdrive, Nazareth"
4552,Tokyo (Vampires & Wolves),The Wombats,2011,3.758766667,60,
4553,Brianstorm,Arctic Monkeys,2007,2.8811,68,"Linkin Park, Finger Eleven, Anberlin, Billy Talent"
4554,We Belong,Pat Benatar,1984,3.68555,67,"Eagles, Guns N' Roses"
4555,Sky Pilot,Eric Burdon & the Animals,1968,7.3971,42,"Dusty Springfield, Buffalo Springfield, Humble Pie, Blood, Sweat & Tears"
4556,Being For The Benefit Of Mr. Kite! - Remastered 2009,The Beatles,1967,2.62555,51,"The Rolling Stones, Thunderclap Newman, Yes, Aretha Franklin"
4557,Love Rears Its Ugly Head,Living Colour,1990,4.324433333,49,
4558,Mandolin Wind,Rod Stewart,1971,5.609333333,50,"The Youngbloods, Dusty Springfield, Neil Young"
4559,Hard to Be Human Again,Mekons,1985,3.980216667,16,"Jimmy Barnes, Kim Mitchell, Ebba Grön, Chilliwack, Todd Rundgren"
4560,Do You Remember Rock 'n' Roll Radio? - 2002 Remaster,Ramones,1980,3.824433333,49,"Rush, Van Halen"
4561,Day of the Eagle - 2007 Remaster,Robin Trower,1974,5.0431,44,"Brownsville Station, The Cars, KISS, Slade, Bruce Springsteen"
4562,These Days,Powderfinger,2000,4.97555,60,"Five For Fighting, Elvis Presley, Chris Isaak"
4563,So Happy,Theory of a Deadman,2008,4.197333333,43,Oasis
4564,Monster Love - Goldfrapp vs. Spiritualized,Goldfrapp,2008,5.6171,7,"The Crazy Horses, The Crazy Horses, The Rock Heroes, Rustic Overtones"
4565,Dancing On The Ceiling,Lionel Richie,1986,4.512,69,"Duran Duran, Whitesnake, Billy Idol"
4566,Along Came Jones,The Coasters,2006,2.96755,31,"Huey ""Piano"" Smith, Five Man Electrical Band"
4567,Silver Springs - 2004 Remaster,Fleetwood Mac,1977,4.8131,55,
4568,Empty Spaces,Pink Floyd,1979,2.1305,55,"Exile, Eagles"
4569,Fade,Staind,2001,4.043333333,42,"The Datsuns, In Flames, Four Tops, Midnight Oil"
4570,Little Pills,Devilskin,2014,3.3071,43,Various Artists
4571,"Promises, Promises",Incubus,2011,4.432666667,51,"Bertie Higgins, Phil Collins"
4572,As Tears Go By,Marianne Faithfull,2018,2.632,36,
4573,Found Out About You,Gin Blossoms,1992,3.89,55,"The Smashing Pumpkins, The Northern Pikes, Nada Surf, The Offspring"
4574,There's Only One Way To Rock,Sammy Hagar,1981,4.254433333,50,Gang Of Four
4575,Leech,Eve 6,1998,3.976666667,34,"The Who, Teenage Fanclub, Beck"
4576,Computer Games,Mi-Sex,1979,3.88555,43,"The Outlaws, Loverboy, Cheap Trick, Streetheart, Deep Purple"
4577,Rock Steady (Made Famous by Bryan Adams & Bonnie Raitt),The Rock Heroes,2010,3.91545,0,"Sunfly Karaoke, Sidecar Radio, La Douche, Goldfrapp, The Crazy Horses"
4578,Caravan,Rush,2012,5.663333333,40,"Drowning Pool, King Gizzard & The Lizard Wizard, Ty Segall, Papa Roach, Airbourne"
4579,Stuck Inside of Mobile with the Memphis Blues Again,Bob Dylan,1966,7.0611,46,"The Troggs, The Rascals, The Rolling Stones, Santana"
4580,Take Me Back,Bryan Adams,1983,4.698433333,38,"Natalie Cole, Whitesnake, Thin Lizzy"
4581,You Got It,Roy Orbison,1989,3.504433333,69,"Fleetwood Mac, Bonnie Raitt, TOOL"
4582,Bring Me Some Water,Melissa Etheridge,1988,3.883333333,50,"Donna Summer, Imperiet, The Sonics"
4583,Ready for Love - 2015 Remaster,Bad Company,1974,4.9971,49,"Styx, Pink Floyd, Uriah Heep, Electric Light Orchestra"
4584,Jammin' Me,Tom Petty and the Heartbreakers,1987,4.15155,44,"Europe, James Brown, Europe"
4585,With A Girl Like You,The Troggs,1966,2.14155,49,"The Byrds, The Beatles, Black Sabbath, The Who, The Beatles"
4586,Rock And Roll Music - Remastered 2009,The Beatles,1964,2.521333333,51,
4587,The Crunge - Remaster,Led Zeppelin,1973,3.295066667,44,"Bruce Springsteen, Hawkwind, The Beatles, Television"
4588,I Don't Want A Lover,Texas,1989,5.01,60,Alice In Chains
4589,Übers Ende der Welt - Single Version,Tokio Hotel,2007,3.556883333,34,
4590,I Love the Night,Blue Öyster Cult,1977,4.398666667,38,"Jethro Tull, Deep Purple, Uriah Heep, Bachman-Turner Overdrive"
4591,Fly from the Inside,Shinedown,2003,3.919333333,57,blink-182
4592,Lonely Ol' Night,John Mellencamp,1985,3.752883333,46,Ramones
4593,We Got The Beat,The Go-Go's,1981,2.552216667,60,
4594,The Answer,Villainy,2012,4.179566667,17,"Done Again, Killing Joke, Nick Lowe"
4595,What About Me?,Moving Pictures,1981,3.616883333,41,"April Wine, Bryan Adams, Honeymoon Suite"
4596,Remember,Disturbed,2002,4.140433333,51,"Gary Moore, Sleater-Kinney, Finch"
4597,Because the Night - Live Unplugged,"10,000 Maniacs",1993,3.722883333,61,Midnight Oil
4598,I Want You,Bob Dylan,1966,3.086666667,60,Loggins & Messina
4599,I Go to Sleep - 2006 Remaster,Pretenders,1981,2.946433333,49,The Pogues
4600,Leather and Lace - Stevie Nicks and Don Henley,Players Since Creation,2014,3.710216667,4,"Stingray Music, Super Tamarindo All Stars, ProSource Karaoke, The Karaoke Channel"
4601,"Hey, Little Girl",ICEHOUSE,1982,4.4111,52,The Who
4602,20th Century Man,The Kinks,1971,5.989266667,30,"Alice Cooper, Wishbone Ash"
4603,All Around Me,Flyleaf,2005,3.307766667,49,"Gossip, Incubus, Trapt, Papa Roach"
4604,Similar Features,Melissa Etheridge,1988,4.68955,38,
4605,Misery Business,Paramore,2007,3.525333333,73,"Evanescence, Linkin Park, Arctic Monkeys, Linkin Park, Eddie Vedder"
4606,Rock This Town,Stray Cats,1982,3.45,49,The Gregg Allman Band
4607,People Get Ready,Jeff Beck,1985,4.878216667,54,"Bruce Springsteen, Prince"
4608,Coz I Luv You,Slade,1973,3.4271,43,Joni Mitchell
4609,Give It to Me,The J. Geils Band,1973,6.5011,44,"Steely Dan, Neil Young, The Who"
4610,My Friends Over You,New Found Glory,2002,3.67,65,"Saliva, OPM, Natalie Imbruglia, Linkin Park, Placebo"
4611,All Down The Line,The Rolling Stones,1972,3.824883333,42,"The Damned, Sex Pistols"
4612,Third Stone From The Sun,Jimi Hendrix,1967,6.737766667,48,"Four Tops, Todd Rundgren, The Kinks, Yes, Isaac Hayes"
4613,Amongster,POLIÇA,2012,3.992666667,27,"Bif Naked, King Gizzard & The Lizard Wizard"
4614,You Never Can Tell,Chuck Berry,1964,2.698433333,70,Jimi Hendrix
4615,Sunshine Highway,Dropkick Murphys,2005,3.366666667,42,"Chevelle, AFI"
4616,The Heart Of Rock And Roll,Huey Lewis & The News,2013,5.082,56,
4617,Rush You,Baby Animals,1991,4.184433333,24,Amanda Marshall
4618,All I Need Is A Miracle,Mike & The Mechanics,1985,4.163766667,52,"Talking Heads, Ramones, Whitesnake, Chilliwack"
4619,Bodhisattva,Steely Dan,1973,5.283333333,47,
4620,Anthem of Our Dying Day,Story Of The Year,2003,3.600433333,55,"The Beatles, Rob Thomas, The Used, Fuel"
4621,Sexx Laws,Beck,1999,3.654,51,Foo Fighters
4622,The Warrior (feat. Patty Smyth),Scandal,1984,4.013766667,57,"The The, Rainbow, Traveling Wilburys, John Lennon"
4623,Show Me What I'm Looking For,Carolina Liar,2008,4.007766667,60,"The Killers, Green Day, The Wombats, Korn"
4624,Capital G,Nine Inch Nails,2007,3.827766667,34,"Various Artists, Iron Maiden"
4625,I Gotsta Get Paid,ZZ Top,2012,4.052666667,51,
4626,Get It While You Can,Janis Joplin,1971,3.39,44,Bachman-Turner Overdrive
4627,Stitches,Orgy,1998,3.309333333,47,"Metallica, The Hellacopters, The Tragically Hip, Chris Cornell"
4628,Harley & Rose,The Black Sorrows,1990,3.913333333,53,"The Fabulous Thunderbirds, Melissa Etheridge"
4629,Sail Away To Avalon,Ayreon,1995,4.038216667,19,
4630,Land of Hopes and Dreams,The Hit Co.,2006,4.749733333,0,CMH Steel
4631,Burn for You,John Farnham,1990,3.548883333,45,"Crash Test Dummies, The Tragically Hip, PJ Harvey, Talk Talk"
4632,Tattoo,Van Halen,2012,4.717333333,37,"Switchfoot, Ty Segall, Black River Drive, Jimmy Barnes, Lynyrd Skynyrd"
4633,Looking For A Place To Happen - Remix,The Tragically Hip,2005,4.536216667,32,"Kings of Leon, the feelers"
4634,Becoming the Bull,Atreyu,2007,3.676666667,55,"Audioslave, Janis Joplin, Ozzy Osbourne, Redlight King"
4635,Good Golly Miss Molly,Creedence Clearwater Revival,1969,2.69755,52,"Aerosmith, The Byrds, Led Zeppelin, Rod Stewart"
4636,Blue Money - 1999 Remaster,Van Morrison,1970,3.801766667,30,"Status Quo, Wishbone Ash, Roxy Music, Deep Purple"
4637,Hole In My Shoe,Traffic,1967,3.0211,37,
4638,Dark Star,"Crosby, Stills & Nash",1977,4.761766667,54,
4639,Fire on the Mountain - 2013 Remaster,Grateful Dead,1978,3.816816667,55,"Brian Eno, Genesis, Eagles, Alice Cooper"
4640,I Like It,Foxy Shazam,2012,2.80155,33,
4641,Tip Of My Tongue,Diesel,1992,4.244,58,"Melissa Etheridge, The Diamonds, Green Day, Silverchair"
4642,Twisting the Night Away,Audio Idols,2012,3.275783333,0,
4643,One Million Ways - Single Version,The Adults,2012,3.371666667,2,the feelers
4644,Cat's in the Cradle,Harry Chapin,1974,3.71585,65,"Gary Numan, Bob Marley & The Wailers"
4645,99 Red Balloons,Nena,1984,3.844433333,52,
4646,Telstar,The Tornadoes,2014,3.3367,14,"Players Since Creation, Skyhooks"
4647,The Bird and the Worm,The Used,2007,3.750666667,59,Chris Cornell
4648,Electric Avenue (Made Famous by Eddie Grant),Cardio Workout Crew,2011,3.307266667,10,"Various Artists, ProSource Karaoke"
4649,Bicycle Race - Remastered 2011,Queen,1978,3.01355,54,Tom Petty and the Heartbreakers
4650,Hand in My Pocket - 2015 Remaster,Alanis Morissette,1995,3.700216667,66,"Sublime, Pearl Jam, Aerosmith, The Offspring, Divinyls"
4651,Feel Like I Do,Drowning Pool,2010,3.552216667,39,Carl Perkins
4652,"Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version",The Rolling Stones,1967,2.566666667,39,"The Music Machine, Small Faces, Hawkwind, Lee Michaels"
4653,Good Lovin' - 2013 Remaster,Grateful Dead,1978,4.8557,46,"Lynyrd Skynyrd, Dire Straits, The Police, Aerosmith"
4654,Into The Ocean,Blue October,2007,3.993333333,39,"The White Stripes, Oasis, John Butler Trio, Sponge"
4655,Oildale (Leave Me Alone),Korn,2010,4.718216667,43,"Head Like A Hole, Little Richard, Interpol, Grand Funk Railroad, AFI"
4656,Diamonds on the Soles of Her Shoes,Paul Simon,1986,5.821333333,64,Queensrÿche
4657,Born to Be Alive,Patrick Hernandez,1978,3.13555,67,"Billy Idol, AC/DC, Elvis Costello & The Attractions, Australian Crawl, The Greg Kihn Band"
4658,Trapped Again,Southside Johnny And The Asbury Jukes,1976,4.2651,31,Triumph
4659,Cathy's Clown,You Am I,1995,2.417766667,37,"The Stone Roses, Van Halen, Archers Of Loaf, Dash Rip Rock, Hoodoo Gurus"
4660,Dizzy Miss Lizzy - Remastered 2009,The Beatles,1965,2.941766667,48,"Jimi Hendrix, Otis Redding, The Searchers, John Mayall"
4661,Since I Don't Have You,Various Artists,2013,2.6475,48,"Dawes, INXS, King Gizzard & The Lizard Wizard, The Chats"
4662,Ten Thousand Fists,Disturbed,2005,3.534,64,"Feeder, Skindred, AFI, The Strokes"
4663,Sweet Disposition,The Temper Trap,2009,3.906,70,"Eddie Vedder, Madonna"
4664,Prison Sex,TOOL,1993,4.938666667,59,"Pantera, Seven Mary Three, Refused, Dinosaur Jr., (Hed) P.E."
4665,Don't Stop,Chilliwack,1984,4.058216667,24,"R.E.M., Jethro Tull"
4666,Yankee Rose,David Lee Roth,1986,3.911766667,54,"U2, White Lion"
4667,Mercury Blues,Steve Miller Band,1976,3.7171,40,"Styx, Bachman-Turner Overdrive"
4668,A New Day Yesterday - 2001 Remaster,Jethro Tull,1969,4.148433333,36,"The Doors, Canned Heat, The Seeds"
4669,Signals Over The Air,Thursday,2003,4.17,40,"Boards of Canada, Death From Above 1979"
4670,Dreams I'll Never See,Molly Hatchet,1978,7.1,51,"Uriah Heep, The Doobie Brothers, April Wine, Aerosmith, Madness"
4671,Wah-Wah - Remastered 2014,George Harrison,1970,5.629333333,52,"Led Zeppelin, The O'Jays"
4672,Make You a Believer,Sass Jordan,1992,4.716666667,38,"David Wilcox, Sepultura, Megadeth, Talisman"
4673,Fooled Around And Fell In Love,Elvin Bishop,1975,4.6,61,"Pink Floyd, Grateful Dead, Thin Lizzy, Ace Frehley, David Bowie"
4674,Live It Up,Mental As Anything,1979,3.7971,54,"XTC, Ramones, Van Halen, Slade"
4675,Darlene - Remaster,Led Zeppelin,1982,5.111333333,32,"Whitesnake, Madness"
4676,Oh! Sweet Nuthin' - 2015 Remaster,The Velvet Underground,1970,7.419766667,67,Al Green
4677,Kings And Queens,Thirty Seconds To Mars,2009,5.794433333,64,"k.d. lang, Mumford & Sons, fun., OneRepublic"
4678,Say,Low Level Flight,2007,3.27755,7,"Japanther, The Long Blondes, Luger Boa"
4679,Thorn in My Side - Remastered Version,Eurythmics,1986,4.223333333,59,
4680,One - Single Version,Three Dog Night,1968,3.0971,49,"Yes, Janis Joplin, Elton John, Various Artists"
4681,One Night in Bangkok,Murray Head,1980,3.934433333,57,"Journey, Eagles"
4682,Ready to Die,The Checks,2011,3.3417,16,"Ty Segall, Various Artists, City Boy"
4683,Put the Message In the Box,World Party,1990,4.274433333,44,"The Rolling Stones, Alice In Chains, Bush, Oasis"
4684,Pinch Me,Barenaked Ladies,2000,4.752666667,59,"blink-182, Nickelback, Pearl Jam"
4685,I Honestly Love You,Olivia Newton-John,1998,4.102433333,32,"Stereolab, The Tragically Hip, Tom Waits"
4686,I Put A Spell On You,Creedence Clearwater Revival,1968,4.529766667,61,"Steppenwolf, The Rolling Stones, The Beatles"
4687,"A Quick One, While He's Away - Mono Version",The Who,1966,9.186,33,Cream
4688,This Is The New Shit,Marilyn Manson,2003,4.327766667,61,"Sum 41, AFI, My Chemical Romance"
4689,Seven Bridges Road - Live; 1999 Remaster,Eagles,1980,3.077333333,57,"April Wine, Billy Joel, KISS"
4690,Black Balloon,The Goo Goo Dolls,1998,4.158883333,59,The Strokes
4691,Death or Glory - Remastered,The Clash,1979,3.916666667,50,Billy Joel
4692,Love You All,54-40,1996,4.4711,19,"Dwarves, Urge Overkill, Finger Eleven"
4693,The People That We Love,Bush,2001,4.02955,42,"Diesel, Billy Talent, Slayer"
4694,Even When I'm Sleeping,Leonardo's Bride,1996,3.9111,46,Blue Rodeo
4695,The Violence of Action,Cairo Knife Fight,2011,8.5491,9,"Luger Boa, Japanther, Luger Boa"
4696,Heart Of Stone - Stereo Version / Remastered 2002,The Rolling Stones,1965,2.818216667,38,"The Left Banke, The Kinks"
4697,White Lies,Grindhouse Hotel,2019,5.03395,0,"Various Artists, Various Artists, Various Artists, Various Artists"
4698,Here It Goes Again,OK Go,2005,2.996883333,64,
4699,Well Enough Alone,Chevelle,2007,4.314883333,50,"Anberlin, Alter Bridge"
4700,I Just Want To Celebrate,Rare Earth,1971,3.626,45,"Led Zeppelin, The Who, The Who, Grand Funk Railroad, T. Rex"
4701,Wish You Well,Bernard Fanning,2005,2.518883333,48,Grateful Dead
4702,Gideon,My Morning Jacket,2005,3.6511,38,The Living End
4703,How to Save a Life,The Fray,2005,4.37555,81,"Bonnie Tyler, Gorillaz, Maroon 5"
4704,Take It So Hard - Live,Keith Richards,2020,4.463333333,31,"The Rolling Stones, Amyl and The Sniffers, CID, Jimmy Barnes"
4705,I Guess That's Why They Call It The Blues,Elton John,1983,4.75555,67,"Fleetwood Mac, Journey, Steve Winwood, Frankie Goes To Hollywood, Bryan Adams"
4706,Hurting Kind (I've Got My Eyes on You) - 2006 Remaster,Robert Plant,1990,4.186,37,"Cinderella, Hüsker Dü, Sonny Landreth, The La's"
4707,Weeping Widow,April Wine,1973,3.9551,28,"Hot Chocolate, Heart, Hot Tuna, The Guess Who, Blondie"
4708,R.O.C.K. In The U.S.A. (A Salute To 60's Rock),John Mellencamp,1985,2.906,60,"Dio, Téléphone, Dire Straits, Living Colour"
4709,Something So Strong,Crowded House,1986,2.85955,44,"Slade, Bad Brains, Material Issue"
4710,"Oh, Atlanta - 2009 Remaster",Bad Company,1979,4.093333333,30,Genesis
4711,Hold On,Santana,1983,4.350433333,52,Pink Floyd
4712,Throwing Stones - 2013 Remaster,Grateful Dead,1987,7.354816667,33,
4713,Stay Free - Remastered,The Clash,1978,3.676433333,44,"Mental As Anything, KISS, Mission Of Burma, Sammy Hagar, The Rolling Stones"
4714,A Woman in Love (It's Not Me) - Live,Tom Petty and the Heartbreakers,2009,5.710433333,23,"Long John Baldry, Blacklistt, Various Artists, lostprophets, Seether"
4715,Right On Track,Breakfast Club,1987,4.282433333,43,"Beastie Boys, Billy Idol, Depeche Mode, The Beatles"
4716,"I Know You Rider - Live in Paris, 1972; 2001 Remaster",Grateful Dead,2001,5.057333333,43,Doves
4717,The Outsider,A Perfect Circle,2003,4.1,63,
4718,I Want Your Love,Transvision Vamp,1988,3.498433333,45,"My Bloody Valentine, Blur, Accept, ZZ Top, Slade"
4719,The Ballad of Billy the Kid,Billy Joel,1973,5.729333333,47,
4720,Down,Stone Temple Pilots,1999,3.816,47,
4721,Talk Talk,The Music Machine,1966,1.968883333,30,"The Dave Clark Five, Small Faces"
4722,Into the Night (feat. Chad Kroeger),Santana,2007,3.707333333,60,"Nirvana, Crossfade"
4723,Can't Get It out of My Head,Electric Light Orchestra,1974,4.357766667,52,"Joe Jackson, Grateful Dead, Supertramp, Meat Loaf, Chicago"
4724,Echo,Trapt,2002,4.19555,50,KISS
4725,Judy Is a Punk - 2016 Remaster,Ramones,1976,1.541333333,51,"KISS, Tom Petty and the Heartbreakers, Eagles, Van Halen"
4726,The Kid Is Hot Tonite,Loverboy,1980,4.482666667,48,"The Jim Carroll Band, AC/DC, Depeche Mode"
4727,Jenny Says,Cowboy Mouth,1996,3.376433333,44,
4728,Shakin',Eddie Money,1983,3.13,56,"Big Country, W.A.S.P., Elvis Costello & The Attractions, Bad Company, Van Halen"
4729,Hey Baby,No Doubt,2001,3.450666667,51,"Idlewild, blink-182"
4730,Not Fade Away - Mono Version,The Rolling Stones,1964,1.795333333,40,"Ricky Nelson, Chuck Berry, Larry Williams, The Music Machine, The Kinks"
4731,Make Me Wanna Die,The Pretty Reckless,2010,3.92755,60,"Silversun Pickups, The Black Keys"
4732,High Fiving Mf (Live),Local H,2018,6.334716667,9,
4733,Don't Lose My Number - 2016 Remaster,Phil Collins,1985,4.8091,59,
4734,I'll Be Here Awhile,311,2001,3.494883333,50,Razorlight
4735,Didn't Want to Fall in Love,the feelers,2011,3.877333333,15,"Black Rebel Motorcycle Club, Yukon Blonde"
4736,She Loves My Automobile,ZZ Top,1979,2.3851,29,
4737,Dirt Room,Blue October,2009,3.406,28,"Gillan, Mastodon, Nick Lowe, Filter"
4738,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),13th Floor Elevators,2010,2.445616667,52,"Sum 41, Alexisonfire, Led Zeppelin, Imperiet, Matchbox Twenty"
4739,She's so High,Tal Bachman,1999,3.744883333,71,"Lenny Kravitz, Dinosaur Jr., Marilyn Manson, Fountains Of Wayne, Saliva"
4740,Big Log - 2006 Remaster,Robert Plant,1983,5.08,60,"The Police, The Police"
4741,Open Up Your Eyes,Tonic,1996,3.674883333,46,Nightwish
4742,From The Sea,Eskimo Joe,2004,3.381766667,52,"Pat Benatar, Third Eye Blind, 311, Alice In Chains, Liam Lynch"
4743,I'm Free,The Who,1969,2.6534,42,Roxy Music
4744,On The Hunt,Lynyrd Skynyrd,1975,5.474433333,50,"Aerosmith, Grateful Dead, Lou Reed, The Babys, Aerosmith"
4745,Nineteen Hundred And Eighty Five - Remastered 2010,Wings,1973,5.530883333,50,"Black Sabbath, Allman Brothers Band, Billy Joel"
4746,Is Anybody Home?,Our Lady Peace,1999,3.633333333,44,"Metallica, Veruca Salt, Pennywise"
4747,SWLABR,Cream,2004,2.528,41,
4748,Tell Me It's Not Over,Starsailor,2009,3.388666667,37,Blacklistt
4749,When the River Runs Dry,Hunters & Collectors,2003,5.022666667,31,"Mudhoney, The Cult, Our Lady Peace, Pilot Speed, Scissor Sisters"
4750,Roll Me Away,Bob Seger,1982,4.65955,53,
4751,Movies,Alien Ant Farm,2001,3.261766667,58,"Kid Rock, Gossip"
4752,Respectable - Remastered,The Rolling Stones,1978,3.124,41,"Bruce Springsteen, Black Oak Arkansas"
4753,Cadillac Ranch,Bruce Springsteen,1980,3.05155,44,"Blue Öyster Cult, The Damned, Led Zeppelin, Tom Petty and the Heartbreakers, Dio"
4754,Midnight Special,Creedence Clearwater Revival,1969,4.2311,62,
4755,Fall For You (Single Mix),The Whitlams,2017,3.811766667,18,"Various Artists, Budgie, Frank Zappa"
4756,Shame,Stabbing Westward,1994,4.863766667,43,"Faith No More, Iron Maiden, Sleep, Megadeth"
4757,Suddenly Last Summer,The Motels,1983,3.608883333,42,Blue Öyster Cult
4758,49 Bye-Byes - 2005 Remaster,"Crosby, Stills & Nash",1969,5.084883333,37,"Allman Brothers Band, Cream, Wishbone Ash, The J. Geils Band"
4759,Run for Your Life,The Fray,2012,3.982216667,34,
4760,I'm Not Over,Carolina Liar,2008,3.360433333,47,"the feelers, Thursday, Cage The Elephant, Sum 41"
4761,Sausalito Summernight,Diesel,2000,5.156216667,46,"Eve 6, Grateful Dead, Grateful Dead"
4762,Shadow People,Dr. Dog,2010,4.218216667,51,"The New Pornographers, Pearl Jam, City and Colour, Elbow"
4763,The Clincher,Chevelle,2004,3.729116667,54,"Korn, Disturbed, Daughtry, Stevie Ray Vaughan, The Sword"
4764,Let It Go - Bonus Track,I Am Giant,2014,4.701333333,6,"Ed Kowalczyk, Country Joe & The Fish"
4765,Sink the Pink,AC/DC,1986,4.223333333,43,"Metallica, Hoodoo Gurus, Poison"
4766,Coconut,Harry Nilsson,1971,3.862216667,58,"Seals and Crofts, Steely Dan, David Bowie, The Beatles, The Doobie Brothers"
4767,Ramblin' Gamblin' Man,Bob Seger,1969,2.421833333,62,"Todd Rundgren, David Bowie, Blue Öyster Cult, Average White Band"
4768,Finish What Ya Started,Van Halen,1988,4.38555,50,
4769,Panama Red,New Riders of the Purple Sage,1973,2.768216667,29,The Flying Burrito Brothers
4770,E-Pro,Beck,2005,3.372666667,55,"System Of A Down, Seether, The Pretty Reckless"
4771,Make Believe,TOTO,1982,3.718883333,49,"Chicago, April Wine, Violent Femmes, Eagles"
4772,She's Got Issues,The Offspring,1998,3.810883333,55,"Rage Against The Machine, Seether"
4773,She Came In Through The Bathroom Window,Joe Cocker,1969,2.606216667,48,"Black Sabbath, Status Quo, The Beatles, Cream"
4774,Barely Listening,Pilot Speed,2006,4.047766667,22,
4775,Do You Wanna Touch Me - Live,Joan Jett & The Blackhearts,2020,4.335133333,5,"Various Artists, Various Artists, Grindhouse Hotel, Various Artists, Budgie"
4776,Two Of Us - Remastered 2009,The Beatles,1970,3.61355,54,"Ringo Starr, Allman Brothers Band, Loggins & Messina, Robin Trower"
4777,"Ain't Good Enough for You (NYC, 78)",Bruce Springsteen,2010,4.038666667,34,"The Saints, Pat Benatar"
4778,"Diamonds, Diamonds",Max Webster,2017,3.332666667,16,"Elton John, Bellybuds, Buddy Holly"
4779,Empty Arms,Stevie Ray Vaughan,1983,3.4811,38,"The Motels, Streetheart, Pretenders"
4780,"Baby, You're A Rich Man - Remastered 2009",The Beatles,1967,3.021766667,58,"Bob Dylan, The Zombies, Aphrodite's Child, The Isley Brothers"
4781,Get Naked,Methods of Mayhem,1999,3.3611,44,
4782,Holiday,Vampire Weekend,2010,2.304883333,48,Coldplay
4783,Thugs,The Tragically Hip,1994,4.722666667,29,"Garbage, Odds, Deee-Lite"
4784,Put Your Lights On (feat. Everlast),Santana,1999,4.79155,54,"The Thrills, Breaking Benjamin"
4785,Juke Box Music,The Kinks,1977,5.528666667,8,"Neil Diamond, Allman Brothers Band, Buddy Holly"
4786,Hey You - Live,The Quireboys,1990,3.3491,29,"Jerry Harrison, Tom Cochrane, Supergroove, Various Artists"
4787,Night in My Veins,Pretenders,1994,3.294433333,32,"Liz Phair, The Tragically Hip, Dwarves, Judas Priest"
4788,She Ain't Pretty,The Northern Pikes,1990,2.72955,46,"Sweet, Belinda Carlisle, Veruca Salt"
4789,Children Of The Sun,Billy Thorpe,1979,6.74155,44,"Santana, The Psychedelic Furs, Moving Pictures, Stevie Wonder"
4790,A Favor House Atlantic,Coheed and Cambria,2003,3.911766667,58,"Trapt, Rage Against The Machine, Foo Fighters, Mudvayne"
4791,Birthday - Remastered 2009,The Beatles,1968,2.718,53,"The Yardbirds, The Rolling Stones"
4792,Rip Off,Various Artists,2020,3.694433333,0,"Local H, Budgie"
4793,Silenced By The Night [Alesso vs. Keane] - Alesso Remix,Keane,2012,6.218733333,36,"Thee Oh Sees, Devilskin, King Gizzard & The Lizard Wizard"
4794,Sacrament Of Wilderness,Nightwish,1998,4.202216667,40,"Dead Kennedys, Papa Roach"
4795,Rockin' Down the Highway,The Doobie Brothers,1972,3.326,44,"Led Zeppelin, Alice Cooper, Ramones, Deep Purple, Grand Funk Railroad"
4796,Feelin' Alright?,Traffic,1968,4.293333333,53,"Black Sabbath, Black Sabbath, The Beatles, Jethro Tull"
4797,Theme for an Imaginary Western,Mountain,1970,5.128433333,34,"Jeff Beck, Jethro Tull, Bob Dylan, Roxy Music"
4798,Brother - With vocals,Pearl Jam,1991,3.998216667,29,"H-Blockx, Junkhouse, The Tragically Hip, Super Furry Animals, Talking Heads"
4799,Long Stick Goes Boom,Krokus,1982,5.212666667,39,"Various Artists, Heart, Todd Rundgren, Blondie"
4800,Ball and Chain,Big Brother & The Holding Company,1968,9.466216667,53,Jefferson Airplane
4801,19th Nervous Breakdown - Mono Version,The Rolling Stones,1971,3.94,50,Nazareth
4802,Feeling This,blink-182,2003,2.877416667,66,"Matchbox Twenty, Rage Against The Machine, HammerFall, The Bravery"
4803,Follow Your Daughter Home,The Guess Who,1999,3.672616667,23,"The Specials, The White Stripes, Ben Harper And The Innocent Criminals, Björk"
4804,I'm Not Gonna Teach Your Boyfriend How to Dance with You,Black Kids,2008,3.628433333,45,"The Rolling Stones, Wolf Parade"
4805,Local Girls,Graham Parker,1979,3.62555,26,
4806,A World Without Heroes - Live,KISS,1996,2.9631,33,"Garbage, The Jesus and Mary Chain, The White Stripes"
